"Kanji";"Hiragana";"English"
"泣く";"なく";"to cry, to weep, to sob, to howl"
"鳴く";"なく";"to sing (bird), to bark, to purr, to make sound (animal)"
"なぐさめる";"なぐさめる";"to comfort, to console, to amuse"
"無くす";"なくす";"to lose something; (transitive) to get rid of; (transitive) to lose someone (wife, child, etc.)"
"なくす";"なくす";"to lose something; (transitive) to get rid of; (transitive) to lose someone (wife, child, etc.)"
"無くなる";"なくなる";"to disappear, to get lost"
"なくなる";"なくなる";"to die"
"なさる";"なさる";"to do"
"なぜなら";"なぜなら";"because"
"なぞなぞ";"なぞなぞ";"riddle, puzzle, enigma"
"なだらか";"なだらか";"gently-sloping, gentle, easy"
"夏";"なつ";"summer"
"なっとく";"なっとく";"consent, assent, understanding, agreement, comprehension, grasp"
"なでる";"なでる";"to brush gently, to stroke, to caress"
"等";"など";"et cetera, etc., and the like, and so forth, (indicating an approximate quote or vague suggestion) or something, (lessening the significance or value of the previous word) the likes of"
"何";"なに";"what; (prefix) how many (some counter); (noun) euph. for genitals or sex"
"何か";"なにか";"something"
"なにも";"なにも";"nothing (with neg. verbs), not any, and everything else (with noun plus ""mo""), all"
"七日";"なのか";"the seventh day of the month, seven days"
"名前";"なまえ";"name, full name, given name, first name"
"なまける";"なまける";"to be idle, to slacken; (transitive) to neglect (e.g. one's work)"
"波";"なみ";"wave"
"なみだ";"なみだ";"tear, tears, lachrymal secretion, sympathy"
"ならべる";"ならべる";"to line up, to set up, to enumerate, to itemize"
"生る";"なる";"to bear fruit"
"なるべく";"なるべく";"as much as possible, wherever practicable"
"成程";"なるほど";"I see, That's right!, Indeed"
"何~";"なん~";
"南極";"なんきょく";"South Pole, the Antarctic, Antarctica"
"~なんて";"~なんて";
"何でも";"なんでも";"any, whatever one likes, by all means, anything, everything"
"何とか";"なんとか";"something, something or other, so-and-so, somehow, anyhow, one way or another"
"なんとなく";"なんとなく";"somehow or other, for some reason or another"
"ナンバー";"ナンバー";"number"
"南米";"なんべい";"South America"
"南北";"なんぼく";"south and north"
"二";"に";"two"
"にえる";"にえる";"to boil, to cook, to be cooked"
"におう";"におう";"to be fragrant, to smell (good), to stink, to smell (bad), to glow, to be bright"
"苦手";"にがて";"poor (at), weak (in), dislike (of)"
"にぎやか";"にぎやか";"bustling, busy"
"肉";"にく";"flesh, meat, the physical body (as opposed to the spirit), thickness, ink pad"
"~にくい";"~にくい";
"にくらしい";"にくらしい";"odious, hateful"
"にこにこ";"にこにこ";
"西";"にし";"west"
"にじ";"にじ";"rainbow"
"日";"にち";"day, days, sun, sunshine, sunlight, case (esp. unfortunate), event"
"日常";"にちじょう";"ordinary, regular, everyday, usual"
"日曜";"にちよう";"Sunday"
"日記";"にっき";"diary, journal"
"日中";"にっちゅう";"daytime, during the day; (noun) Sino-Japanese"
"にっこり";"にっこり";"smile sweetly, smile, grin"
"日程";"にってい";"schedule, program, programme, agenda"
"荷物";"にもつ";"luggage, baggage, burden, payload (of a packet, cell, etc.)"
"入院";"にゅういん";"hospitalization, hospitalisation"
"入学";"にゅうがく";"entry to school or university, matriculation"
"入社";"にゅうしゃ";"entry to a company"
"入場";"にゅうじょう";"entrance, admission, entering"
"ニュース";"ニュース";"news"
"にらむ";"にらむ";"to glare at, to scowl at, to keep an eye on"
"庭";"にわ";"garden"
"にわか";"にわか";"sudden, abrupt, unexpected, improvised, offhand"
"人気";"にんき";"popularity, popular feeling, business conditions"
"人形";"にんぎょう";"doll, puppet, figure"
"人間";"にんげん";"human being, man, person, character (of a person)"
"ぬく";"ぬく";"to extract, to omit, to surpass, to overtake, to draw out, to unplug; (suffix) to do something to the end; (noun) to ejaculate (gen. with ref. to masturbation)"
"ぬける";"ぬける";"to come out, to fall out, to be omitted, to be missing, to escape, to exit (a program loop)"
"ぬすむ";"ぬすむ";"to steal"
"布";"ぬの";"cloth, bujian (spade-shaped bronze coin of ancient China)"
"ぬらす";"ぬらす";"to wet, to soak, to dip"
"温い";"ぬるい";"lukewarm, tepid"
"ね";"（感）";"root (of a plant), root (of a tooth, hair, etc.), center (of a pimple, etc.), root root (of all evil, etc.), source, origin, cause, basis, one's true nature, (fishing) reef"
"根";"ね";"root (of a plant), root (of a tooth, hair, etc.), center (of a pimple, etc.), root root (of all evil, etc.), source, origin, cause, basis, one's true nature, (fishing) reef"
"ね";"ね";"price, cost, value, worth, merit, variable (computer programming, programing), value, count, number; (noun) to have value, to have merit"
"願い";"ねがい";"desire, wish, request, prayer, petition, application"
"ネクタイ";"ネクタイ";"tie, necktie"
"ねこ";"ねこ";"cat, shamisen, geisha, wheelbarrow, clay bed-warmer, submissive partner of a homosexual relationship"
"ねじ";"ねじ";"screw, key (of a clock, watch, etc.), spring (of a clock, watch, etc.)"
"ねじる";"ねじる";"to screw, to twist, to distort, to parody, to make a pun, to torture, to wrest"
"ねだん";"ねだん";"price, cost"
"熱";"ねつ";"fever, temperature"
"ネックレス";"ネックレス";"necklace"
"熱心";"ねっしん";"zeal, enthusiasm"
"熱帯";"ねったい";"tropics"
"ねぼう";"ねぼう";"sleeping in late"
"ねらい";"ねらい";"aim"
"~年";"~ねん";
"年間";"ねんかん";"year (period of)"
"~年生";"~ねんせい";
"年代";"ねんだい";"age, era, period, date"
"年度";"ねんど";"year, fiscal year, school year, term"
"ねんれい";"ねんれい";"age, years"
"野";"の";"plain, field, hidden (structural) member; (noun,) wild, lacking a political post"
"能";"のう";"talent, gift, function, noh (theatre)"
"農家";"のうか";"farmer, farm family"
"農業";"のうぎょう";"agriculture"
"農産物";"のうさんぶつ";"agricultural produce"
"農村";"のうそん";"agricultural community, farm village, rural"
"のうど";"のうど";"concentration, thickness, density, cardinality"
"農民";"のうみん";"farmers, peasants"
"農薬";"のうやく";"agricultural chemical (i.e. pesticide, herbicide, fungicide, etc.), agrochemical, agrichemical"
"能力";"のうりょく";"ability, faculty"
"ノー";"（no）";"no"
"ノート";"ノート";"notebook, copy-book, exercise book; (noun) note; (noun) notebook PC"
"残す";"のこす";"to leave (behind, over), to bequeath, to save, to reserve"
"残り";"のこり";"remnant, residue, remaining, left-over"
"のぞく";"のぞく";"to peek (though a keyhole, gap, etc.), to look down into (a ravine, etc.), to peek into (a shop, bookstore, etc.), to sneak a look at, to take a quick look at, to peep (through a telescope, microscope, etc.); (intransitive) to stick out (a scarf from a collar, etc.), to peek through (sky though a forest canopy, etc.), to face"
"のぞく";"のぞく";"to remove, to exclude, to except"
"のぞみ";"のぞみ";"wish, desire, hope, prospect, expectation, (one's) hopes"
"ノック";"ノック";"knock, fungo (baseball)"
"のべる";"のべる";"to state, to express, to mention"
"のりこし";"のりこし";"riding past (one's station)"
"のろのろ";"のろのろ";"slowly, sluggishly"
"のんき";"のんき";"carefree, optimistic, careless, reckless, heedless, happy-go-lucky, easygoing"
"のんびり";"のんびり";"carefree, at leisure"
"歯";"は";"tooth"
"葉";"は";"leaf"
"場";"ば";"place, occasion, situation, field (physics)"
"はあ";"（感）";"yes, indeed, well, ha!, what?, huh?, sigh"
"場合";"ばあい";"case, situation"
"パーセント";"パーセント";"percent, percentage"
"パーティー";"パーティー";"party"
"はい";"（感）";"yes, OK (used to get attention prior to an utterance), okay, giddy-up, giddap"
"はい";"はい";"ash, ashes"
"倍";"ばい";"twice, double; (suffix) times, -fold"
"バイオリン";"バイオリン";"violin"
"ハイキング";"ハイキング";"hiking"
"はいく";"はいく";"haiku poetry (17-syllable poem usually in 3 lines of 5, 7 and 5 syllables)"
"バイバイ";"バイバイ";"bye-bye, good-bye"
"売買";"ばいばい";"trade, buying and selling"
"パイプ";"パイプ";"pipe, tube, channels, official or otherwise, (business) connections"
"はいゆう";"はいゆう";"actor, actress, player, performer"
"入る";"はいる";"to get in, to go in, to come in, to flow into, to set, to set in"
"パイロット";"パイロット";"pilot"
"はう";"はう";"to creep, to crawl"
"生える";"はえる";"to grow, to spring up, to cut (teeth)"
"はか";"はか";"gravesite, tomb"
"葉書";"はがき";"postcard, memo, note, card"
"はがす";"はがす";"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach, to disconnect"
"はかせ";"はかせ";"doctorate, PhD, Dr (as a title); (noun) expert, learned person"
"ばからしい";"ばからしい";"absurd"
"はかり";"はかり";"scales, weighing machine"
"はきはき";"はきはき";"briskly, smartly, promptly, clearly, lucidly"
"はく";"（ズボンを~）";"to sweep, to brush, to gather up"
"はく";"はく";"to put on (or wear) lower-body clothing (i.e. pants, skirt, etc.), to put on (or wear) footwear, to affix a sword to one's hip, to affix a bowstring to a bow"
"はく";"はく";"to sweep, to brush, to gather up"
"はく";"はく";"to breathe, to tell (lies), to vomit, to disgorge"
"~はく";"~はく";
"はくしゅ";"はくしゅ";"clapping hands, applause"
"ばくだい";"ばくだい";"enormous, vast"
"ばくはつ";"ばくはつ";"explosion, detonation, eruption"
"はくぶつかん";"はくぶつかん";"museum"
"バケツ";"バケツ";"bucket, pail"
"箱";"はこ";"box, car (of a train, etc.), shamisen case, shamisen, man who carries a geisha's shamisen, receptacle for human waste, feces (faeces)"
"運ぶ";"はこぶ";"to carry, to transport, to move, to convey, to come, to go, to wield (a tool, etc.), to use; (intransitive) to go (well, etc.), to proceed, to progress"
"はさみ";"はさみ";"scissors, tongs"
"はさむ";"はさむ";"to interpose, to hold between, to insert"
"破産";"はさん";"bankruptcy, insolvency"
"橋";"はし";"bridge"
"はし";"はし";"near, close, beside, vicinity, proximity, besides, while; (noun) third person"
"はし";"はし";"chopsticks"
"はしご";"はしご";"ladder, stairs; (noun) going to several places in succession (e.g. barhopping)"
"始まり";"はじまり";"origin, beginning"
"始めに";"はじめに";"to begin with (used as an introduction), first of all, in the beginning"
"初めに";"はじめに";"to begin with (used as an introduction), first of all, in the beginning"
"初めて";"はじめて";"for the first time, only after ... is it ..., only when ... do you ..."
